bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: apr_pool_pre_cleanup_register in ap_bucket_eor_create, pair: (apr_palloc, apr_pool_pre_cleanup_register), support: 7, confidence: 77.78%
bug: apr_pool_pre_cleanup_register in ap_process_request_after_handler, pair: (apr_palloc, apr_pool_pre_cleanup_register), support: 7, confidence: 77.78%
bug: prep_walk_cache in ap_if_walk, pair: (apr_palloc, prep_walk_cache), support: 3, confidence: 75.00%
bug: pcre_fullinfo in ap_regcomp, pair: (apr_palloc, pcre_fullinfo), support: 5, confidence: 71.43%
bug: pcre_fullinfo in ap_regname, pair: (apr_palloc, pcre_fullinfo), support: 5, confidence: 71.43%
bug: ap_send_error_response in ap_die, pair: (ap_send_error_response, apr_palloc), support: 6, confidence: 85.71%
bug: apr_hash_make in ap_register_auth_provider, pair: (apr_hash_make, apr_palloc), support: 14, confidence: 77.78%
bug: apr_hash_make in register_hooks, pair: (apr_hash_make, apr_palloc), support: 14, confidence: 77.78%
bug: apr_hash_make in set_cgi_var, pair: (apr_hash_make, apr_palloc), support: 14, confidence: 77.78%
bug: apr_hash_make in ap_register_provider, pair: (apr_hash_make, apr_palloc), support: 14, confidence: 77.78%
bug: apr_pool_userdata_set in ap_setup_listeners, pair: (apr_palloc, apr_pool_userdata_set), support: 5, confidence: 83.33%
bug: apr_brigade_split_ex in ap_http_chunk_filter, pair: (apr_brigade_split_ex, apr_palloc), support: 3, confidence: 75.00%
bug: ap_get_server_banner in misc_var_fn, pair: (ap_get_server_banner, apr_palloc), support: 4, confidence: 80.00%
bug: apr_signal in fatal_signal_cleanup, pair: (apr_palloc, apr_signal), support: 4, confidence: 66.67%
bug: apr_signal in sig_coredump, pair: (apr_palloc, apr_signal), support: 4, confidence: 66.67%
bug: apr_file_open in ap_replace_stderr_log, pair: (apr_file_open, apr_palloc), support: 11, confidence: 84.62%
bug: apr_file_open in ap_log_pid, pair: (apr_file_open, apr_palloc), support: 11, confidence: 84.62%
bug: apr_pstrcatv in ap_make_content_type, pair: (apr_palloc, apr_pstrcatv), support: 6, confidence: 66.67%
bug: apr_pstrcatv in ap_varbuf_pdup, pair: (apr_palloc, apr_pstrcatv), support: 6, confidence: 66.67%
bug: apr_pstrcatv in ap_update_vhost_from_headers, pair: (apr_palloc, apr_pstrcatv), support: 6, confidence: 66.67%
bug: ap_cstr_casecmp in ap_regcomp_default_cflag_by_name, pair: (ap_cstr_casecmp, strlen), support: 3, confidence: 75.00%
bug: apr_table_overlap in ap_add_common_vars, pair: (ap_meets_conditions, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_scan_script_header_err_core_ex, pair: (ap_meets_conditions, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_table_overlap, apr_table_unset), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_filepath_name_get, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_filepath_name_get in main, pair: (apr_filepath_name_get, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_table_add, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_date_parse_http, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_date_parse_http in ap_condition_if_range, pair: (apr_date_parse_http, apr_table_overlap), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, apr_table_overlap), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, apr_table_overlap), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (apr_date_parse_http, apr_table_overlap), support: 8, confidence: 66.67%
bug: apr_table_overlap in ap_add_common_vars, pair: (ap_content_type_tolower, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_scan_script_header_err_core_ex, pair: (ap_content_type_tolower, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_table_overlap, strtol), support: 8, confidence: 88.89%
bug: apr_is_empty_table in ap_directory_walk, pair: (apr_is_empty_table, apr_table_overlap), support: 9, confidence: 75.00%
bug: apr_is_empty_table in ap_http_header_filter, pair: (apr_is_empty_table, apr_table_overlap), support: 9, confidence: 75.00%
bug: apr_is_empty_table in core_map_to_storage, pair: (apr_is_empty_table, apr_table_overlap), support: 9, confidence: 75.00%
bug: apr_table_overlap in ap_add_common_vars, pair: (ap_update_mtime, apr_table_overlap), support: 8, confidence: 88.89%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_table_do, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_table_overlap, apr_table_set), support: 8, confidence: 88.89%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_overlap, apr_table_set), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_scan_script_header_err_core_ex, pair: (ap_log_rerror_, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_table_overlap in ap_add_common_vars, pair: (ap_set_content_type, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_scan_script_header_err_core_ex, pair: (ap_set_content_type, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_add_common_vars, pair: (ap_set_last_modified, apr_table_overlap), support: 7, confidence: 77.78%
bug: apr_table_overlap in ap_scan_script_header_err_core_ex, pair: (ap_set_last_modified, apr_table_overlap), support: 7, confidence: 77.78%
bug: ap_update_child_status in ap_lingering_close, pair: (ap_update_child_status, update_child_status_internal), support: 3, confidence: 75.00%
bug: apr_uri_unparse in ap_add_common_vars, pair: (apr_cpystrn, apr_uri_unparse), support: 6, confidence: 85.71%
bug: apr_uri_unparse in ap_add_common_vars, pair: (ap_get_protocol, apr_uri_unparse), support: 6, confidence: 85.71%
bug: ap_get_protocol in core_upgrade_storage, pair: (ap_get_protocol, apr_uri_unparse), support: 6, confidence: 75.00%
bug: ap_get_protocol in core_upgrade_handler, pair: (ap_get_protocol, apr_uri_unparse), support: 6, confidence: 75.00%
bug: ap_get_remote_host in request_var_fn, pair: (ap_get_remote_host, apr_uri_unparse), support: 7, confidence: 87.50%
bug: apr_uri_unparse in ap_add_common_vars, pair: (ap_mpm_query, apr_uri_unparse), support: 6, confidence: 85.71%
bug: apr_uri_unparse in ap_add_common_vars, pair: (apr_time_now, apr_uri_unparse), support: 6, confidence: 85.71%
bug: ap_die_r in ap_read_request, pair: (ap_die_r, apr_table_elts), support: 8, confidence: 80.00%
bug: ap_die_r in ap_die, pair: (ap_die_r, apr_table_elts), support: 8, confidence: 80.00%
bug: ap_is_url in ap_die, pair: (ap_is_url, apr_table_elts), support: 6, confidence: 75.00%
bug: ap_is_url in ap_send_error_response, pair: (ap_is_url, apr_table_elts), support: 6, confidence: 75.00%
bug: ap_response_code_string in ap_read_request, pair: (ap_response_code_string, apr_table_elts), support: 5, confidence: 71.43%
bug: ap_response_code_string in ap_die, pair: (ap_response_code_string, apr_table_elts), support: 5, confidence: 71.43%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, apr_table_elts), support: 5, confidence: 83.33%
bug: apr_table_elts in ap_fcgi_encoded_env_len, pair: (apr_table_elts, apr_table_get), support: 11, confidence: 84.62%
bug: apr_table_elts in ap_process_request, pair: (apr_table_elts, apr_table_get), support: 11, confidence: 84.62%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_table_elts), support: 5, confidence: 83.33%
bug: ap_invoke_handler in ap_die, pair: (ap_invoke_handler, apr_table_elts), support: 7, confidence: 87.50%
bug: apr_pool_userdata_setn in ap_process_request_after_handler, pair: (apr_pool_userdata_setn, apr_table_elts), support: 4, confidence: 66.67%
bug: apr_pool_userdata_setn in include_config, pair: (apr_pool_userdata_setn, apr_table_elts), support: 4, confidence: 66.67%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, apr_table_elts), support: 5, confidence: 71.43%
bug: ap_finalize_request_protocol in ap_die, pair: (ap_finalize_request_protocol, apr_table_elts), support: 5, confidence: 71.43%
bug: ap_process_request_internal in op_file_subr, pair: (ap_process_request_internal, apr_table_elts), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_sub_req_lookup_uri, pair: (ap_process_request_internal, apr_table_elts), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_die, pair: (ap_process_request_internal, apr_table_elts), support: 7, confidence: 70.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, apr_table_elts), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, apr_table_elts), support: 4, confidence: 66.67%
bug: ap_parse_uri in op_file_subr, pair: (ap_parse_uri, apr_table_elts), support: 4, confidence: 66.67%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, apr_table_elts), support: 4, confidence: 66.67%
bug: ap_scan_vchar_obstext in ap_read_request, pair: (ap_scan_vchar_obstext, apr_table_elts), support: 3, confidence: 75.00%
bug: internal_internal_redirect in ap_die, pair: (apr_table_elts, internal_internal_redirect), support: 5, confidence: 83.33%
bug: ap_send_error_response in ap_die, pair: (ap_send_error_response, apr_table_elts), support: 6, confidence: 85.71%
bug: apr_table_elts in ap_fcgi_encoded_env_len, pair: (apr_table_elts, apr_table_setn), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_process_http_connection, pair: (apr_table_elts, apr_table_setn), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_create_environment, pair: (apr_table_elts, apr_table_setn), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_process_request, pair: (apr_table_elts, apr_table_setn), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_fcgi_encoded_env_len, pair: (ap_log_rerror_, apr_table_elts), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_fcgi_encode_env, pair: (ap_log_rerror_, apr_table_elts), support: 9, confidence: 69.23%
bug: apr_table_elts in ap_create_environment, pair: (ap_log_rerror_, apr_table_elts), support: 9, confidence: 69.23%
bug: apr_table_elts in check_headers_table, pair: (ap_log_rerror_, apr_table_elts), support: 9, confidence: 69.23%
bug: apr_pool_allocator_get in ap_varbuf_grow, pair: (ap_log_assert, apr_pool_allocator_get), support: 4, confidence: 80.00%
bug: apr_allocator_create in listener_thread, pair: (apr_allocator_create, apr_pool_allocator_get), support: 5, confidence: 83.33%
bug: memcmp in ap_fini_vhost_config, pair: (memcmp, strlen), support: 12, confidence: 92.31%
bug: log_backtrace in internal_internal_redirect, pair: (log_backtrace, strlen), support: 3, confidence: 75.00%
bug: ap_bin2hex in ap_md5_binary, pair: (ap_bin2hex, strlen), support: 3, confidence: 75.00%
bug: apr_parse_addr_port in fix_hostname, pair: (apr_parse_addr_port, strlen), support: 4, confidence: 80.00%
bug: ap_get_protocol in core_upgrade_storage, pair: (ap_get_protocol, strlen), support: 7, confidence: 87.50%
bug: ap_create_request_config in ap_internal_redirect, pair: (ap_create_request_config, strlen), support: 5, confidence: 71.43%
bug: ap_create_request_config in ap_internal_redirect_handler, pair: (ap_create_request_config, strlen), support: 5, confidence: 71.43%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (apr_table_unset, strlen), support: 15, confidence: 83.33%
bug: apr_table_unset in make_sub_request, pair: (apr_table_unset, strlen), support: 15, confidence: 83.33%
bug: apr_table_unset in ap_cookie_read, pair: (apr_table_unset, strlen), support: 15, confidence: 83.33%
bug: ap_get_server_description in show_compile_settings, pair: (ap_get_server_description, strlen), support: 5, confidence: 83.33%
bug: apr_date_parse_http in ap_condition_if_range, pair: (apr_date_parse_http, strlen), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, strlen), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, strlen), support: 8, confidence: 66.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (apr_date_parse_http, strlen), support: 8, confidence: 66.67%
bug: apr_pstrndup in ap_rxplus_pmatch, pair: (apr_pstrndup, strlen), support: 19, confidence: 86.36%
bug: apr_pstrndup in ap_get_exec_line, pair: (apr_pstrndup, strlen), support: 19, confidence: 86.36%
bug: apr_pstrndup in ap_md5_binary, pair: (apr_pstrndup, strlen), support: 19, confidence: 86.36%
bug: strpbrk in ap_get_mime_headers, pair: (strlen, strpbrk), support: 3, confidence: 75.00%
bug: ap_rgetline_core in ap_get_mime_headers, pair: (ap_rgetline_core, strlen), support: 5, confidence: 83.33%
bug: strncasecmp in ap_parse_form_data, pair: (strlen, strncasecmp), support: 8, confidence: 80.00%
bug: strncasecmp in ap_find_token, pair: (strlen, strncasecmp), support: 8, confidence: 80.00%
bug: strtol in ap_gname2id, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_limit_xml_req_body, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_max_reversals, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_error_document, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_limit_nproc, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in ap_read_pid, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in ap_signal_server, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_limit_cpu, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_max_overlaps, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_limit_mem, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in ap_uname2id, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in ap_set_int_slot, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_recursion_limit, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in ap_unixd_set_rlimit, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: strtol in set_max_ranges, pair: (strlen, strtol), support: 29, confidence: 65.91%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (apr_strtoi64, strlen), support: 7, confidence: 87.50%
bug: apr_fnmatch_test in include_config, pair: (apr_fnmatch_test, strlen), support: 6, confidence: 85.71%
bug: ap_get_remote_host in request_var_fn, pair: (ap_get_remote_host, strlen), support: 7, confidence: 87.50%
bug: ap_scan_http_field_content in ap_get_mime_headers, pair: (ap_scan_http_field_content, strlen), support: 4, confidence: 80.00%
bug: ap_dir_nofnmatch in include_config, pair: (ap_dir_nofnmatch, strlen), support: 3, confidence: 75.00%
bug: apr_fnmatch in op_strmatch, pair: (apr_fnmatch, strlen), support: 7, confidence: 70.00%
bug: apr_fnmatch in op_strcmatch, pair: (apr_fnmatch, strlen), support: 7, confidence: 70.00%
bug: apr_fnmatch in op_fnmatch, pair: (apr_fnmatch, strlen), support: 7, confidence: 70.00%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_uri_parse_hostinfo, strlen), support: 4, confidence: 66.67%
bug: apr_uri_parse_hostinfo in internal_internal_redirect, pair: (apr_uri_parse_hostinfo, strlen), support: 4, confidence: 66.67%
bug: invoke_cmd in ap_process_config_tree, pair: (invoke_cmd, strlen), support: 8, confidence: 80.00%
bug: invoke_cmd in ap_parse_htaccess, pair: (invoke_cmd, strlen), support: 8, confidence: 80.00%
bug: apr_filepath_root in include_config, pair: (apr_filepath_root, strlen), support: 4, confidence: 80.00%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_uri_parse, strlen), support: 4, confidence: 66.67%
bug: apr_uri_parse in internal_internal_redirect, pair: (apr_uri_parse, strlen), support: 4, confidence: 66.67%
bug: apr_table_do in ap_get_mime_headers, pair: (apr_table_do, strlen), support: 13, confidence: 81.25%
bug: apr_table_do in ap_cookie_read, pair: (apr_table_do, strlen), support: 13, confidence: 81.25%
bug: apr_table_do in ap_send_http_trace, pair: (apr_table_do, strlen), support: 13, confidence: 81.25%
bug: ap_scan_http_token in ap_get_mime_headers, pair: (ap_scan_http_token, strlen), support: 5, confidence: 83.33%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_set, strlen), support: 8, confidence: 88.89%
